symbol,censor_rate,alpha_gap,floor_binds
SCBPL,0.03955696202531646,0.02294559515857736,0.015772870662460567
SCL,0.11583924349881797,0.03306694601338733,0.0
SEARL,0.06364749082007344,0.03685643486761364,0.0
SEPL,0.04227212681638045,0.016727747643248525,0.0
SERF,0.029487179487179487,0.047764203807132144,1.0
SERT,0.2795918367346939,0.20945373056778155,0.8574338085539714
SFAT,0.26791808873720135,0.13700618969952655,0.8361774744027304
SHEZ,0.1031578947368421,-0.030528414069398352,0.0
SHFA,0.055299539170506916,0.011161295886351563,0.0
SHJS,0.181651376146789,0.04647230813833517,0.0
SHNI,0.0046439628482972135,0.011049331874700863,1.0
SHSML,0.18555008210180624,0.1751296747912746,0.0
SIBL,0.14173228346456693,0.02300673192207195,1.0
SIEM,0.04702627939142462,0.05409731076996743,0.0
SILK,0.0,1.1514694236991474e-07,1.0
SITC,0.06461086637298091,0.017769234235327655,0.0
SKRS,0.24785276073619633,0.5027418004570298,0.6083231334149327
SLCL,0.04599406528189911,0.035859984622375135,1.0
SLL,0.016877637130801686,0.0013462735600011377,1.0
SMCPL,0.04376657824933687,0.015277501522832415,1.0
SML,0.1588502269288956,0.02008576786031062,0.0
SNAI,0.14545454545454545,0.26884093503239526,0.0
SNBL,0.005449591280653951,-0.0042274003794899595,1.0
SNGP,0.07081807081807082,0.05539575132198629,0.0
SPEL,0.08423913043478261,-0.005541306360955234,0.07723577235772358
SPL,0.14859926918392205,0.0892583168766096,0.3812423873325213
SPWL,0.011450381679389313,-2.9924873724218592e-05,0.13780025284450062
SRVI,0.06068601583113457,0.05819096934225815,0.0
SSGC,0.09013398294762484,0.06456850869958308,0.15225334957369063
SSML,0.020833333333333332,-0.0011196672433475274,1.0
SSOM,0.23711340206185566,0.15684577213460066,0.012027491408934709
STCL,0.07682926829268293,0.01139029427073103,0.8599269183922046
STPL,0.14512195121951219,0.06915224441146481,0.5834348355663824
SURC,0.09234828496042216,0.035587969194566,0.0
SYS,0.037082818294190356,0.01172554243644014,0.0
TATM,0.1935483870967742,0.0825627157264621,0.012875536480686695
TCORP,0.16623376623376623,0.14151848520863303,0.26424870466321243
TELE,0.0,8.694726324337543e-08,1.0
TGL,0.05378973105134474,0.05276347493387601,0.0
THALL,0.020910209102091022,0.003654146862701685,0.0
THCCL,0.04039167686658507,0.012648950021184463,0.4432234432234432
TOWL,0.1626984126984127,0.03900136701512637,0.0
TPL,0.0097442143727162,0.04349285136829109,1.0
TREET,0.06699147381242387,0.027109252459881703,0.19244823386114496
TRG,0.10596833130328867,0.03934172948199813,0.16321559074299635
TRIBL,0.013412816691505217,0.024913704711506335,1.0
TRIPF,0.06398996235884567,0.0528380176667364,0.0
TRPOL,0.16463414634146342,0.06342155245771713,0.7576126674786845
TSBL,0.20305676855895197,0.12050875788456288,0.9782135076252724
TSPL,0.02554278416347382,0.008171738357175676,1.0
UBL,0.014616321559074299,0.017738674705535556,0.0
